,title,movie_id,score,genre
4449,슈퍼히어로,442498.0,6.08,액션
4450,카비리아의 밤,2910867.0,9.24,드라마
4451,어셔가의 몰락,2456392.0,8.58,공포/스릴러
4452,아이스 에이지 2,2245237.0,7.97,액션
4453,너와 파도를 탈 수 있다면,5325367.0,8.41,애니메이션
4454,바우하우스,4544819.0,6.59,다큐멘터리
4455,더 블랙,4249433.0,5.37,다큐멘터리
4456,1789 바스티유의 연인들,2571638.0,8.96,드라마
4458,로맨스 조,408109.0,8.23,드라마
4459,퇴마전: 마령검의 비밀,1930674.0,4.81,드라마
4460,국화꽃 향기,5018897.0,8.58,드라마
4462,달려라 자전거,552983.0,7.63,드라마
4463,카이 : 거울 호수의 전설,2429546.0,7.78,애니메이션
4464,원피스 극장판 2기 - 네지마키섬의 모험,2399602.0,8.29,액션
4466,주온 - 비디오판 2,452934.0,6.64,공포/스릴러
4467,적인걸2: 신도해왕의 비밀,3906464.0,7.91,액션
4468,작은 연못,2515705.0,6.57,액션
4469,불가사리,1479851.0,8.95,코미디
4470,나루토 질풍전 극장판 4 - 더 로스트 타워,476346.0,8.12,액션
4471,밤치기,3774143.0,6.09,코미디
4472,마리 이야기: 손끝의 기적,1942611.0,8.85,드라마
4473,왕자가 된 소녀들,647156.0,8.42,다큐멘터리
4474,뮤직 네버 스탑,408089.0,9.01,드라마
4475,7광구,407722.0,3.34,액션
4476,이 세상의 한구석에,3095726.0,7.04,애니메이션
4477,징기스칸 : 지살령,1694153.0,5.23,드라마
4478,테레즈 데케루,1694156.0,8.07,드라마
4479,원 네이션,4090079.0,7.47,드라마
4480,밤섬해적단 서울불바다,2977264.0,7.42,다큐멘터리
4483,레드 라이딩 후드,833102.0,7.02,드라마
4484,초이스,3759798.0,8.29,드라마
4487,로드 투 로마,3134027.0,6.11,코미디
4488,치어 댄스,3015399.0,8.01,코미디
4489,위풍당당 질리 홉킨스,2508491.0,8.39,코미디
4491,뮤지컬 홀리데이 인,3148286.0,8.2,드라마
4494,누구나 아는 비밀,4448898.0,7.78,드라마
4495,러브 미 이프 유 데어,4265043.0,8.0,코미디
4496,굿타임,3186530.0,6.93,액션
4497,우리에겐 교황이 있다,658623.0,7.06,코미디
4498,텔 잇 투 더 비즈,4609727.0,8.24,드라마
4499,화산고,595651.0,7.06,액션
4500,극장판 도라에몽: 진구의 달 탐사기,5042852.0,8.49,애니메이션
4501,아녜스가 말하는 바르다,4269363.0,8.84,다큐멘터리
4502,투모로우랜드,2005988.0,7.28,액션
4503,곤충왕국 3D,1632432.0,7.73,다큐멘터리
4504,프리 윌리 2,606315.0,8.02,액션
4505,박물관이 진짜 살아있다,3759796.0,7.56,액션
4506,용형호제 2 - 비룡계획,3501541.0,9.38,액션
4507,사다코 대 카야코,2636354.0,5.81,공포/스릴러
4508,엽표행동,1908230.0,7.0,액션
4509,로마서 8:37,3119443.0,8.43,액션
4510,데드 맨,2763560.0,7.99,드라마
4511,일단 뛰어,535177.0,6.71,액션
4512,역모 - 반란의 시대,3113286.0,3.76,액션
4513,꼬마돼지 베이브의 대모험,2861856.0,7.63,액션
4517,캣츠 앤 독스,412912.0,7.83,액션
4518,오 마이 파파,2580994.0,9.71,다큐멘터리
4519,매치스틱 맨,412974.0,8.5,코미디
4521,논-픽션,4211326.0,7.74,드라마
4522,피그말리온,2312735.0,9.17,코미디
4523,인어 공주 2,2171229.0,7.78,드라마
4525,세인트 클라우드,1479849.0,7.35,드라마
4528,파이터,3528941.0,8.85,드라마
4529,더 독,3451723.0,7.7,액션
4530,미스 프레지던트,3080172.0,6.47,다큐멘터리
4531,다이노 어드벤처: 먹이사슬의 제왕,2774089.0,7.81,다큐멘터리
4532,매란방,407698.0,5.74,드라마
4533,크리스마스 별장,407644.0,8.44,드라마
4534,토마스와 친구들: 수수께끼 해적선과 보물찾기,2894492.0,7.88,액션
4535,마신자 - 빨간 옷 소녀의 저주,2385716.0,6.02,공포/스릴러
4536,이너프,2026854.0,7.72,액션
4537,오스트레일리아,1602775.0,7.81,액션
4538,잊혀진 꿈의 동굴,568840.0,8.03,다큐멘터리
4539,바라나시,3466641.0,8.13,코미디
4540,오퍼나지 - 비밀의 계단,4072561.0,8.02,드라마
4541,1940: 최강의 독일 전차부대,2779808.0,7.83,액션
4543,마멀레이드 보이,4233055.0,4.43,히로키 류이치
4544,경계의 저편 : I'LL BE HERE -과거편-,1997548.0,8.21,애니메이션
4545,솔로이스트,1816332.0,6.73,드라마
4546,러시 아워,1713252.0,8.76,액션
4547,서버비콘,3548669.0,7.07,액션
4549,올리브 나무 사이로,2304663.0,8.02,드라마
4550,당신의 세상은 지금 몇 시?,2073948.0,8.03,드라마
4551,어떤방문 : 디지털삼인삼색2009,1828870.0,7.24,드라마
4552,25살의 키스,1818999.0,7.82,코미디
4553,스마트폰을 떨어뜨렸을 뿐인데,4110499.0,6.44,드라마
4554,에드워드,3145785.0,8.0,드라마
4555,다운 위드 러브,1818758.0,7.41,코미디
4557,마담 B,3821937.0,9.47,다큐멘터리
4559,세이빙 MR.뱅크스,1466451.0,8.55,코미디
4561,무사의 레시피,2492670.0,7.0,코미디
4562,오발탄,621300.0,8.43,드라마
4563,사랑과 어둠의 이야기,2466711.0,7.11,드라마
4564,웨딩 크래셔,1842463.0,7.46,코미디
4565,숨은 요새의 세 악인,637806.0,8.63,액션
4566,시칠리아 햇빛아래,2873903.0,6.56,드라마
4567,할 수 있는 자가 구하라,1176073.0,9.08,코미디
4568,러브리스,4146755.0,8.08,드라마
4569,숀더쉽 더 무비: 꼬마 외계인 룰라!,4913165.0,9.26,액션
4570,포켓 몬스터 3 - 결정탑의 제왕 엔테이,3562057.0,8.94,애니메이션
4571,저스트 라이크 헤븐,3158435.0,8.14,코미디
4572,돌연변이,2078341.0,6.95,코미디
4574,프랑스 다이어리,988189.0,7.06,다큐멘터리
4575,두 개의 선,492237.0,8.5,다큐멘터리
4576,애프터 웨딩 인 뉴욕,5110437.0,8.11,드라마
4577,추룡,3593763.0,6.81,액션
4579,극장판 아재스러브,5068566.0,0.0,코미디
4580,바이올렛 에버가든 - 영원과 자동 수기 인형 -,5029542.0,9.2,애니메이션
4582,콜드 스킨,3767246.0,6.03,액션
4583,오인,2497876.0,6.88,액션
4585,베스트 키드,538013.0,8.03,액션
4586,너의 의미,407333.0,9.38,드라마
4587,사마에게,4903034.0,9.16,다큐멘터리
4588,프렌드 존,4624880.0,8.39,코미디
4590,야수와 미녀,3021794.0,8.67,코미디
4592,나이팅게일,1627935.0,8.6,드라마
4593,범털,5140016.0,6.7,액션
4594,마징가 Z: 인피니티,3419411.0,7.11,액션
4595,크러쉬,3370786.0,7.89,공포/스릴러
4597,더티 댄싱,3979942.0,8.99,드라마
4598,꿀벌 대소동,3445591.0,8.05,액션
4599,마차 타고 고래고래,2818447.0,8.01,드라마
4600,밴티지 포인트,2026803.0,7.8,액션
4602,미트 페어런츠,3153219.0,7.95,코미디
4603,랄프 스테드먼 스토리: 이상한 나라의 친구들,1590214.0,8.23,다큐멘터리
4604,에비타,1536289.0,8.28,드라마
4605,지젤,1354919.0,6.88,공연실황
4608,싸인,407754.0,7.47,드라마
4610,고고70,3060584.0,8.03,드라마
4611,배틀 로얄 2 - 레퀴엠,2872950.0,5.23,액션
4613,열정의 랩소디,2284475.0,7.78,드라마
4615,화이트 고릴라,1266972.0,8.04,액션
4617,미스 에이전트 2: 라스베가스 잠입사건,412894.0,6.66,액션
4618,소림오조,3588108.0,9.34,액션
4619,소녀와 여자,2367444.0,8.31,다큐멘터리
4621,미스비헤이비어,5216014.0,9.04,드라마
4622,온다,5033797.0,7.21,공포/스릴러
4626,두 개의 달,1898983.0,7.0,공포/스릴러
4627,어느날 그 길에서,407398.0,9.13,다큐멘터리
4628,걸즈 앤 판처 극장판,2441941.0,8.96,애니메이션
4629,마이 페어 웨딩,1867065.0,5.15,다큐멘터리
4631,호세마리아 신부의 길,1285675.0,8.42,액션
4632,이중 배상,1092897.0,9.16,액션
4633,아버지의 이름으로,1062079.0,9.11,드라마
4634,스워드피쉬,38162.0,8.18,액션
4636,분장,3063035.0,8.57,드라마
4637,솔로몬의 위증 후편: 재판,1936024.0,5.99,공포/스릴러
4639,망원동 인공위성,1773594.0,8.27,다큐멘터리
4640,북북서로 진로를 돌려라,1722682.0,8.67,액션
4641,동창생,3817735.0,7.3,액션
4642,해피 투게더,3794889.0,7.43,코미디
4643,SMTOWN THE STAGE,2086366.0,8.18,다큐멘터리
4644,세상을 바꾼 변호인,5029526.0,9.01,드라마
4645,시선 사이,2361661.0,7.23,드라마
4646,다크 아워,1888843.0,5.81,액션
4648,저 산 너머,5177846.0,8.22,드라마
4649,영웅본색4,3348825.0,3.1,액션
4650,수퍼맨 리턴즈,412883.0,6.89,액션
4653,해피 댄싱,3797075.0,9.31,코미디
4654,드라이빙 미스 데이지,3610370.0,9.03,코미디
4655,이수,2186538.0,8.0,드라마
4657,모리의 정원,5009457.0,7.4,드라마
4658,멜리스,2175530.0,3.98,공포/스릴러
4659,언피니시드,630849.0,7.18,액션
4661,극장판 이누야샤 2 - 거울 속의 몽환성,530388.0,9.01,액션
4662,햄버거 힐 2,2802923.0,8.27,액션
4663,아버지와 이토씨,2776402.0,8.47,코미디
4664,밀그램 프로젝트,2289725.0,6.47,드라마
4665,13 고스트,2026810.0,7.04,공포/스릴러
4666,뱀파이어 아카데미,1793928.0,6.9,액션
4667,아르마딜로,1267962.0,7.85,액션
4669,페이첵,3155990.0,7.7,액션
4670,블랑섹의 기이한 모험,568319.0,6.88,액션
4671,더 미드와이프,3328907.0,8.4,코미디
4674,마이 블랙 미니드레스,407488.0,6.85,드라마
4676,팬텀: 라스트 커맨더,978717.0,7.08,액션
4677,최후의 카운트다운,3604853.0,7.77,액션
4678,애니,2027070.0,7.44,코미디
4680,극장판 이누야샤 4 - 홍련의 봉래도,530390.0,9.4,액션
4682,미스터 쉐프,2953271.0,7.7,코미디
4683,스타트 포 텐,2552897.0,7.66,드라마
4684,뱀파이어 써커,1928682.0,6.45,코미디
4685,쥴리의 육지 대모험,407761.0,7.11,애니메이션
4686,콩나물,4512030.0,9.28,드라마
4687,산타모니카 인 러브,3428830.0,8.59,코미디
4688,하우스 오브 디,2268273.0,8.86,드라마
4689,꼬마영웅 경찰차 프로디2,1447040.0,7.93,액션
4690,중2병이라도 사랑이 하고 싶어! 극장판,1429622.0,7.92,애니메이션
4692,권순분 여사 납치사건,600502.0,7.5,액션
4693,소유와 무소유,2603217.0,8.0,액션
4694,런어웨이 브라이드,571254.0,6.58,코미디
4695,크레이지 뷰티풀,571249.0,8.84,드라마
4697,노엘 카워드 연극 현재의 웃음,3243580.0,10.0,드라마
4698,굿나잇 앤 굿럭,2924375.0,8.12,드라마
4699,나의 살던 고향은,2580996.0,8.97,다큐멘터리
4700,식스 데이 세븐 나잇,1486292.0,7.88,액션
4701,희생,3528939.0,8.04,드라마
4702,내 아내와 결혼해 주세요,2820764.0,7.75,드라마
4703,코드네임 : 콜드워,2491273.0,6.91,액션
4704,장난스런 키스 더 무비 2 : 캠퍼스 편,3552204.0,0.0,미조구치 미노루
4705,돈 텔 파파,3278520.0,7.18,코미디
4706,이상한 나라의 앨리스 ,2859144.0,9.13,애니메이션
4709,잃어버린 도시 Z,3036927.0,7.12,액션
4710,사랑은 없다,2528269.0,4.93,드라마
4711,마이키 이야기,2348967.0,8.18,코미디
4712,케이브,2352341.0,6.64,액션
4713,세이빙 미스터 우,2272713.0,7.77,액션
4715,마이 플레이스,1415690.0,8.46,다큐멘터리
4717,미래를 걷는 소녀,3864634.0,8.65,SF/판타지
4718,아틀란티스 - 잃어버린 제국,1521862.0,8.35,애니메이션
4720,괴물들이 사는 나라,598725.0,7.22,액션
4721,류이치 사카모토: 에이싱크,3574277.0,8.41,다큐멘터리
4722,스파이 키드,2289792.0,8.17,액션
4726,나미야 잡화점의 기적: 또 하나의 이야기,3774142.0,8.63,드라마
4728,펠리칸 브리프,1732630.0,7.27,드라마
4729,아버지의 이메일,1526596.0,8.04,드라마
4731,아프리칸 닥터,2528317.0,8.77,코미디
4732,잠자는 숲속의 공주,2077485.0,8.91,드라마
4733,아더와 미니모이3: 두 세계의 전쟁,2031261.0,7.52,액션
4735,익스트림 스키야키,1575626.0,7.71,코미디
4736,룰스 오브 인게이지먼트,510273.0,7.13,액션
4737,클레오파트라,2399600.0,8.11,드라마
4738,철원기행,2281678.0,7.86,드라마
4740,다이너소어,1473290.0,9.02,액션
4742,콜럼버스 서클,575899.0,7.52,액션
4744,트론: 새로운 시작,1359212.0,7.33,액션
4746,노 게임 노 라이프 -제로-,3595443.0,7.23,액션
4748,원피스 - 기계태엽성의 메카거병,2407344.0,7.81,액션
4749,꼬마영웅 경찰차 프로디,622506.0,7.18,코미디
4751,팅커 벨 2: 팅커벨과 잃어버린 보물,407856.0,8.56,액션
4752,카메론 포스트의 잘못된 교육,5197016.0,8.53,드라마
4754,스페이스 워커,3100045.0,8.1,액션
4755,스페셜 포스,2972532.0,7.3,액션
4757,타마코 러브 스토리,4889374.0,8.91,코미디
4759,윔피키드: 가족 여행의 법칙,2956716.0,6.0,코미디
4760,피터와 드래곤,2571468.0,8.26,액션
4763,체이싱 리버티,2133607.0,7.54,코미디
4764,트레이서,1783856.0,6.72,액션
4765,스트리밍 전용,1620684.0,8.61,액션
4766,아픈 만큼 사랑한다,4459833.0,9.79,다큐멘터리
4769,옹박: 더 레전드,442486.0,6.4,액션
4770,극장판 레이디버그: 미라클스톤의 비밀,4996464.0,9.43,애니메이션
4772,베스와 베라,3946732.0,7.48,공포/스릴러
4773,아이 스틸 씨 유,3875005.0,6.71,공포/스릴러
4774,피아니스트를 쏴라,3159758.0,7.04,액션
4775,매직 오브 벨 아일,2247359.0,8.91,코미디
4776,해커스,1631880.0,7.36,공포/스릴러
4777,더 웨이 홈,4157801.0,7.53,드라마
4779,300 스파르탄,2456354.0,7.39,액션
4780,카메라 13,2289724.0,5.48,드라마
4781,투캅스,591867.0,7.86,액션
4782,시저는 죽어야 한다,3099409.0,8.55,드라마
4784,뷰티풀 라이즈,1574356.0,7.24,피에르 살바도리
4790,로덴시아: 마법왕국의 전설,1258350.0,7.43,액션
4792,업 클로즈 앤 퍼스널,2779756.0,8.28,드라마
4794,팀퍼틸 아이들,1561557.0,7.46,액션
4795,가디언의 전설,597123.0,8.06,액션
4797,상해전기,1660102.0,8.08,다큐멘터리
4798,계절과 계절 사이,4544801.0,8.49,드라마
4799,어느 독재자,2751982.0,9.02,드라마
4802,포가튼 - 잊혀진 소녀,1267922.0,7.21,공포/스릴러
4804,인베이젼 2020,5306135.0,4.6,SF/판타지
4805,해피니스 로드,3967818.0,9.0,드라마
4806,다이하드: 굿 데이 투 다이,1908630.0,7.11,액션
4807,시럽,1805910.0,7.0,코미디
4808,패밀리 맨,4913154.0,9.25,코미디
4811,날 미치게 하는 남자,1907117.0,7.73,코미디
4812,"제니, 주노",4017032.0,3.63,코미디
4813,후세: 말하지 못한 내 사랑,3267577.0,6.88,애니메이션
4814,영원한 제국,2265467.0,7.36,드라마
4816,제5계급,1338793.0,7.12,드라마
4817,라라걸,5097575.0,9.41,드라마
4818,5일의 마중,4896776.0,8.96,드라마
4819,아쉬람,407269.0,8.85,드라마
4820,복면 달호,3226662.0,7.5,코미디
4821,판필로프 사단의 28 용사,2868989.0,7.97,액션
4822,장강 7호 : 내친구 마법요정,1161094.0,7.96,애니메이션
4823,미스터 스마일,3940229.0,7.99,드라마
4824,비욘드 엣지: 카지노를 털어라,3396774.0,5.26,액션
4825,시티 오브 조이,2315002.0,9.02,드라마
4826,초원의 빛,1734136.0,8.69,드라마
4829,극장판 타오르지마 버스터 - 블랙어썰트의 귀환,4703451.0,9.56,액션
4830,프로디지,4168617.0,7.2,공포/스릴러
4831,베스트 엑조틱 메리골드 호텔,1607623.0,8.11,코미디
4833,파송송 계란탁,588663.0,7.3,코미디
4834,독고다이,4233061.0,4.22,액션
4835,펠레: 버스 오브 어 레전드,3491238.0,7.95,드라마
4836,소라닌,2777185.0,8.39,드라마
4837,바르샤 드림스,2296243.0,7.94,다큐멘터리
4838,"바람의 검, 신선조",2129319.0,8.23,액션
4839,아메리칸 드림 인 차이나,1954746.0,8.3,드라마
4840,"작년 겨울, 너와 이별",3704983.0,8.76,드라마
4841,영웅본색 3,3325757.0,6.01,액션
4843,루디 이야기,2171195.0,9.24,드라마
4844,조이풀 노이즈,413723.0,8.8,코미디
4845,엘리엇과 산타 썰매단,3843476.0,6.51,드라마
4846,웨이크필드,3203738.0,7.13,드라마
4847,기적의 피아노,3052739.0,9.83,드라마
4848,스파이 서바이버,2027077.0,6.28,액션
4850,허클베리 핀의 모험,625685.0,10.0,액션
4851,"안녕, 티라노 : 영원히, 함께",4551539.0,7.58,애니메이션
4852,마음의 소리 스페셜 1-효! 크러쉬,3766063.0,8.2,애니메이션
4853,원피스 극장판 3기 - 진기한 동물섬의 쵸파 왕국,2399603.0,7.91,액션
4855,픽사 단편 영화 베스트 컬렉션,1988017.0,7.25,애니메이션
4857,고스톱 살인,1466447.0,7.47,드라마
4858,비뚤어진 집,4505333.0,6.32,액션
4859,컨빅션,3588112.0,8.48,드라마
4860,스피벳:천재 발명가의 기묘한 여행,3088534.0,9.23,액션
4861,용을 찾아서,2678252.0,7.8,액션
4862,시소,2548119.0,9.14,드라마
4863,후크,2026942.0,9.13,액션
4866,밍크코트,408108.0,8.29,드라마
4867,사랑이 뭘까,5077509.0,7.89,드라마
4868,써머스비,3716485.0,8.78,드라마
4870,스파키,3362662.0,8.88,액션
4871,배리 린든,1840375.0,8.79,액션
4872,하얀 전쟁,3946728.0,8.88,액션
4873,극장판 가면라이더 이그제이드: 트루 엔딩,3708173.0,8.43,액션
4874,이너스페이스,1841630.0,9.0,액션
4876,블랙피쉬,1398983.0,9.41,드라마
4877,아미티빌 호러,2294792.0,6.99,드라마
4878,성형일기,1971474.0,5.95,코미디
4879,뱅크 잡,1812303.0,8.0,액션
4880,쥬니어,1808312.0,7.32,코미디
4881,여섯 개의 시선,1623976.0,8.01,코미디
4882,007 북경특급,4068114.0,8.52,액션
4883,몬스터 섬의 비밀,2996252.0,7.85,애니메이션
4885,가면 속의 아리아,2304660.0,9.19,드라마
4886,워터호스,2026822.0,8.16,액션
4889,그녀가 부른다,1316070.0,8.19,드라마
4890,부운,1146399.0,8.58,드라마
4891,원 포 더 머니,38589.0,6.51,액션
4892,메가마인드,3445512.0,8.77,코미디
4894,쿵푸 요가,2745102.0,5.72,액션
4897,헤일로: 슈퍼 솔저,1924983.0,7.53,액션
4898,트립 투 스페인,3424271.0,5.76,코미디
4901,"나와 친구, 그리고 죽어가는 소녀",2238663.0,8.23,코미디
4902,스파이 엔젤,2127565.0,7.1,액션
4904,래디우스,3955734.0,7.26,공포/스릴러
4905,여자의 일생,2755001.0,6.9,드라마
4907,내일을 향해 쏴라,2451833.0,9.12,액션
4908,노아 - 40일의 기적,1596098.0,2.35,액션
4910,레모니 스니켓의 위험한 대결,3684479.0,7.1,액션
4913,붉은 거북,2766259.0,8.85,드라마
4914,무서운 이야기 3 : 화성에서 온 소녀,2333350.0,5.79,공포/스릴러
4915,썸니아,2313176.0,7.07,공포/스릴러
4919,대지,622512.0,8.73,드라마
4920,구품지마관,2797751.0,8.62,코미디
4921,나의 어머니,1971471.0,7.35,드라마
4923,노라노,1295998.0,8.61,다큐멘터리
4924,오월愛,1267970.0,7.61,다큐멘터리
4925,우린 액션배우다,407426.0,8.95,액션
4926,어느날 갑자기 첫번째 이야기 - 2월 29일,590944.0,7.38,공포/스릴러
4927,프리 스테이트,3243520.0,8.48,액션
4928,전진 2015 아시아투어 #리얼# 인 서울 피날레 파트 2,2346287.0,9.36,공연실황
4929,애프터 썬셋,2271173.0,6.61,액션
4932,하트스톤,4153827.0,8.9,드라마
4933,더 매직: 리틀톰과 도둑공주,1979434.0,7.83,액션
4934,앤트원 피셔,1898924.0,8.75,드라마
4935,판타스틱 4 - 실버 서퍼의 위협,1619098.0,5.69,액션
4936,판타스틱 우먼,3388198.0,8.07,드라마
4937,브레인 온 파이어,3129439.0,7.87,드라마
4942,슈렉 3,3445524.0,6.54,코미디
4944,삼거리 극장,590960.0,8.05,드라마
4945,수성못,3378990.0,6.71,코미디
4946,아현재상애: 나 이제 사랑하고 싶어,3088539.0,7.67,드라마
4947,루팡 3세: 더 퍼스트,5177839.0,8.3,애니메이션
4948,황혼의 사무라이,2872919.0,8.63,액션
4949,카운터페이터,1684033.0,8.16,액션
4952,지킬 박사와 하이드씨,1083428.0,8.86,드라마
4953,멘탈,407355.0,7.75,드라마
4955,연인과 독재자,2473738.0,8.66,다큐멘터리
4956,전진 2015 아시아투어 #리얼# 인 서울 피날레 파트 1,2346286.0,9.53,공연실황
4957,우리 개 이야기,2335647.0,8.53,드라마
4958,사돈의 팔촌,2296242.0,7.82,드라마
4961,그로운 업스 2,2026992.0,7.85,코미디
4962,"헬로우, 뉴욕",1934277.0,9.55,코미디
4963,로마에서 생긴 일,1359213.0,6.39,코미디
4964,마녀 배달부 키키,5351777.0,8.99,액션
4967,나의선택 - 잊혀진 가방 그 못다한 이야기,559069.0,9.11,다큐멘터리
4970,북 오브 헨리,3424067.0,7.77,드라마
4971,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,2528287.0,8.93,액션
4973,무기여 잘 있거라,608644.0,7.89,액션
4974,원스 어폰 어 타임,2494713.0,7.99,액션
4975,위시 아이 워즈 히어,1961785.0,8.03,코미디
4977,나나 2,1719979.0,5.97,드라마
4981,동방불패,4069561.0,9.29,액션
4982,탈출,3588113.0,8.76,액션
4983,장화신은 고양이,3445537.0,8.4,액션
4984,식스 빌로우,3233501.0,7.86,드라마
4985,내게 남은 사랑을,3111076.0,8.21,드라마
4986,페이스 오브 러브,2956702.0,8.68,드라마
4987,로마 제국의 멸망,2759502.0,7.43,액션
4988,탐정 당인: 차이나타운 살인사건,2528273.0,8.11,액션
4989,더 샌드,2372531.0,2.88,공포/스릴러
4990,도서관 전쟁,1437648.0,6.45,액션
4991,세나: F1의 신화,1048053.0,9.22,다큐멘터리
4993,어글리 돌,4378229.0,9.06,액션
4994,"각오는 됐나, 거기 여자",4180722.0,6.33,이구치 노보루
4995,지존무상,2751617.0,9.0,액션
4998,헨리스 크라임,576263.0,6.73,액션
4999,분홍신,548878.0,5.55,공포/스릴러
5000,더 캐쳐 워즈 어 스파이,3943531.0,8.0,액션
5003,판타스틱 4,1604492.0,6.21,액션
5005,인터미션,410209.0,7.36,액션
5006,더티 댄싱 - 하바나 나이트,2312484.0,8.84,드라마
5007,킹 오브 썸머,1899119.0,7.82,코미디
5008,허리케인 카터,1487161.0,9.29,드라마
5011,바베트의 만찬,4572473.0,8.94,드라마
5012,씨 오브 트리스,3406712.0,8.67,드라마
5013,대역전,2622930.0,3.6,액션
5015,예고범,2217493.0,8.26,공포/스릴러
5016,비념,630990.0,6.43,다큐멘터리
5017,피케이: 별에서 온 얼간이 ,4872780.0,9.12,코미디
5019,결혼 피로연,2831043.0,8.63,드라마
5020,제이니 존스,475634.0,8.51,드라마
5021,소년시절의 너,5404435.0,9.36,액션
5023,요요마와 실크로드 앙상블,2629064.0,8.87,다큐멘터리
5024,그림자 소녀,2322494.0,9.5,드라마
5025,프레지던트 메이커,2289719.0,8.29,코미디
5027,웃는 남자,4771915.0,8.11,공포/스릴러
5028,치하야후루 하편,3264399.0,7.48,드라마
5029,오직 사랑뿐,3248325.0,8.49,드라마
5031,마놀로와 마법의 책,1777891.0,8.8,액션
5032,할리우드 폭로전,1360396.0,6.8,코미디
5033,후라이드 그린 토마토,4674074.0,8.99,드라마
5036,결혼하고도 싱글로 남는 법,3302376.0,8.51,코미디
5037,제인의 말로,2603218.0,8.24,공포/스릴러
5039,열정의 무대,2026885.0,9.05,드라마
5041,슈퍼미니 2,4014944.0,7.9,액션
5042,쇠파리,2827037.0,5.71,액션
5044,굿모닝 베트남,1935537.0,8.78,액션
5045,벅스 프렌즈,3455910.0,8.06,애니메이션
5046,이온 플럭스,1782469.0,6.43,액션
5047,배드민턴,1159298.0,7.7,드라마
5049,살인소설,3404656.0,5.96,공포/스릴러
5051,쇼콜라,2711560.0,8.54,드라마
5052,빌리와 용감한 녀석들: 치킨 히어로,2186863.0,7.9,애니메이션
5054,고스트 라이더,2026793.0,5.24,액션
5055,27번의 결혼 리허설,1888845.0,7.2,코미디
5056,매드 맥스 3,1712136.0,7.2,액션
5059,언노운 솔저,3430882.0,7.63,액션
5060,풍운대전,3100047.0,6.92,액션
5061,야공작,2680227.0,6.48,드라마
5062,나는 아들을 사랑하지 않는다,3119446.0,8.9,드라마
5063,법정 스님의 의자,2528265.0,8.29,다큐멘터리
5065,웨딩 싱어,1846695.0,8.68,코미디
5066,무사 4대 문파와의 혈투,1135578.0,7.04,드라마
5069,문신을 한 신부님,4910395.0,8.34,드라마
5071,아들에게 가는 길,3134016.0,9.01,드라마
5072,트릭,2380030.0,5.66,드라마
5073,낙제는 했지만,1170793.0,8.0,코미디
5074,태극권 : 무림7대고수전,524934.0,3.67,액션
5075,마이 리틀 포니: 더 무비,3381993.0,9.56,액션
5076,도라 도라 도라,2398078.0,8.33,액션
5077,콜리야,2113335.0,8.76,드라마
5078,정복자 1453,1812305.0,5.09,액션
5079,젠틀맨 리그,1611751.0,7.31,액션
5080,키드,407789.0,8.6,코미디
5081,나의 마지막 수트,3655715.0,9.2,액션
5082,마농의 샘 2,3610369.0,9.35,드라마
5083,여자들,2968110.0,6.19,드라마
5084,네이비씰: 어둠의 전쟁,2611536.0,3.92,액션
5085,대결,2473510.0,5.71,액션
5086,팅커벨 6: 네버비스트의 전설,1814770.0,8.92,애니메이션
5087,썸원 라이크 유,1629662.0,7.67,코미디
5089,풍경,1327589.0,6.68,다큐멘터리
5090,엘도라도,3445477.0,9.0,액션
5091,왕대륙의 청춘로드,3171539.0,7.93,드라마
5092,오버드라이브,3136490.0,5.35,액션
5094,쇼트피스,1484505.0,7.33,애니메이션
5097,슈퍼맨,412948.0,8.79,액션
5098,너의 목소리,4211324.0,8.5,드라마
5100,비상선의 여자,1148065.0,7.5,드라마
5102,라붐,5029552.0,7.96,코미디
5103,천재강아지 미스터 피바디,3445718.0,8.41,액션
5104,램스,2549817.0,8.18,드라마
5106,진영이,407302.0,9.29,드라마
5107,"몬테소리 교육 ""행복한 아이들""",3720183.0,10.0,다큐멘터리
5108,쾌걸 조로리의 공룡알을 지켜라,1536951.0,8.98,액션
5110,인간실격,5131938.0,0.0,드라마
5111,잉글리쉬 티처,2398205.0,6.43,코미디
5112,백야,2278634.0,8.82,드라마
5113,추억,2156824.0,9.15,드라마
5114,카오스,1928954.0,6.73,액션
5115,꼬마 유령 캐스퍼,1799230.0,8.5,코미디
5116,리지 맥과이어,1486283.0,8.04,액션
5118,시인 할매,3980076.0,9.64,다큐멘터리
5119,"안녕, 전우치 스페셜",2595298.0,10.0,애니메이션
5120,레일웨이 맨,1662576.0,7.21,드라마
5121,수상한 교수,4433490.0,6.5,코미디
5126,라스트 킹: 왕가의 혈투,2441936.0,7.1,액션
5127,러브 송 포 바비 롱,2136526.0,8.53,드라마
5128,중천,590962.0,5.61,액션
5129,수색자,1770697.0,8.43,액션
5130,몽정기 2,1602311.0,3.0,코미디
5131,프레데터스,1626633.0,6.35,액션
5132,파바로티,4819384.0,9.03,다큐멘터리
5133,미스터 컴퍼니,1444964.0,8.14,다큐멘터리
5134,내츄럴 시티,594851.0,7.07,액션
5136,키다리 아저씨,588658.0,7.37,드라마
5138,런어웨이,1916676.0,8.34,드라마
5140,별별 이야기 2 - 여섯 빛깔 무지개,1614005.0,7.34,드라마
